name,year,movie_tv_id,movie_tv_name,type,department,job,actor_id,created_at,updated_at
Andrzej Żuławski,1962,3,L'amour à vingt ans,movie,Directing,Second Unit Director,32082,2022-09-03 16:34:14,2022-09-03 16:34:14
Toru Takemitsu,1962,3,L'amour à vingt ans,movie,Sound,Music,51808,2022-09-03 16:34:14,2022-09-03 16:34:14
Jerzy Lipman,1962,3,L'amour à vingt ans,movie,Camera,Director of Photography,26962,2022-09-03 16:34:14,2022-09-03 16:34:14
Jerzy Matuszkiewicz,1962,3,L'amour à vingt ans,movie,Sound,Music,80171,2022-09-03 16:34:14,2022-09-03 16:34:14
Shintarō Ishihara,1962,3,L'amour à vingt ans,movie,Directing,Director,139091,2022-09-03 16:34:14,2022-09-03 16:34:14
Shintarō Ishihara,1962,3,L'amour à vingt ans,movie,Writing,Writer,139091,2022-09-03 16:34:14,2022-09-03 16:34:14
Renzo Rossellini,1962,3,L'amour à vingt ans,movie,Directing,Director,543794,2022-09-03 16:34:14,2022-09-03 16:34:14
Renzo Rossellini,1962,3,L'amour à vingt ans,movie,Writing,Writer,543794,2022-09-03 16:34:14,2022-09-03 16:34:14
Jerzy Stefan Stawiński,1962,3,L'amour à vingt ans,movie,Writing,Writer,1003232,2022-09-03 16:34:14,2022-09-03 16:34:14
Philippe Dussart,1962,3,L'amour à vingt ans,movie,Production,Production Manager,1052402,2022-09-03 16:34:14,2022-09-03 16:34:14
Wolf Wirth,1962,3,L'amour à vingt ans,movie,Camera,Director of Photography,1064404,2022-09-03 16:34:14,2022-09-03 16:34:14
Halina Nawrocka,1962,3,L'amour à vingt ans,movie,Editing,Editor,1545070,2022-09-03 16:34:14,2022-09-03 16:34:14
Shigeo Murata,1962,3,L'amour à vingt ans,movie,Camera,Director of Photography,2005902,2022-09-03 16:34:14,2022-09-03 16:34:14
Yvon Samuel,1962,3,L'amour à vingt ans,movie,Writing,Writer,2507348,2022-09-03 16:34:14,2022-09-03 16:34:14
Derek Westerlund,2008,4,New World Disorder 9: Never Enough,movie,Directing,Director,112786,2022-09-03 16:34:14,2022-09-03 16:34:14
Aki Kaurismäki,1988,6,Ariel,movie,Directing,Director,16767,2022-09-03 16:34:14,2022-09-03 16:34:14
Aki Kaurismäki,1988,6,Ariel,movie,Production,Producer,16767,2022-09-03 16:34:14,2022-09-03 16:34:14
Aki Kaurismäki,1988,6,Ariel,movie,Writing,Writer,16767,2022-09-03 16:34:14,2022-09-03 16:34:14
Timo Salminen,1988,6,Ariel,movie,Camera,Director of Photography,16769,2022-09-03 16:34:14,2022-09-03 16:34:14
Raija Talvio,1988,6,Ariel,movie,Editing,Editor,54766,2022-09-03 16:34:14,2022-09-03 16:34:14
Risto Karhula,1988,6,Ariel,movie,Art,Production Design,53836,2022-09-03 16:34:14,2022-09-03 16:34:14
Tuula Hilkamo,1988,6,Ariel,movie,Costume & Make-Up,Costume Design,54771,2022-09-03 16:34:14,2022-09-03 16:34:14
Jaakko Talaskivi,1988,6,Ariel,movie,Production,Production Manager,4831,2022-09-03 16:34:14,2022-09-03 16:34:14
Jouko Lumme,1988,6,Ariel,movie,Sound,Sound,16772,2022-09-03 16:34:14,2022-09-03 16:34:14
Veikko Aaltonen,1988,6,Ariel,movie,Sound,Sound Assistant,109893,2022-09-03 16:34:14,2022-09-03 16:34:14
Juuso Hirvikangas,1988,6,Ariel,movie,Lighting,Gaffer,110756,2022-09-03 16:34:14,2022-09-03 16:34:14
Rauli Somerjoki,1988,6,Ariel,movie,Sound,Music,110793,2022-09-03 16:34:14,2022-09-03 16:34:14
Pauli Pentti,1988,6,Ariel,movie,Directing,Assistant Director,1034489,2022-09-03 16:34:14,2022-09-03 16:34:14
Heikki Ukkonen,1988,6,Ariel,movie,Production,Location Manager,1084612,2022-09-03 16:34:14,2022-09-03 16:34:14
Marja-Leena Hukkanen,1988,6,Ariel,movie,Camera,Still Photographer,1303969,2022-09-03 16:34:14,2022-09-03 16:34:14
Marja-Leena Hukkanen,1988,6,Ariel,movie,Directing,Script Supervisor,1303969,2022-09-03 16:34:14,2022-09-03 16:34:14
Mikko Mattila,1988,6,Ariel,movie,Lighting,Gaffer,1381112,2022-09-03 16:34:14,2022-09-03 16:34:14
Olli Varja,1988,6,Ariel,movie,Lighting,Gaffer,1381113,2022-09-03 16:34:14,2022-09-03 16:34:14
Olavi Virta,1988,6,Ariel,movie,Sound,Music,1403857,2022-09-03 16:34:14,2022-09-03 16:34:14
Sirkka Rautiainen,1988,6,Ariel,movie,Costume & Make-Up,Costume Assistant,1416993,2022-09-03 16:34:14,2022-09-03 16:34:14
Heikki Ortamo,1988,6,Ariel,movie,Camera,Assistant Camera,1540906,2022-09-03 16:34:14,2022-09-03 16:34:14
Seppo Saarinen,1988,6,Ariel,movie,Crew,Carpenter,1666626,2022-09-03 16:34:14,2022-09-03 16:34:14
Outi Hyytinen,1988,6,Ariel,movie,Editing,Assistant Editor,1674075,2022-09-03 16:34:14,2022-09-03 16:34:14
Kjell Westman,1988,6,Ariel,movie,Sound,Sound Re-Recording Mixer,1683985,2022-09-03 16:34:14,2022-09-03 16:34:14
Timo Markko,1988,6,Ariel,movie,Camera,Assistant Camera,1750241,2022-09-03 16:34:14,2022-09-03 16:34:14
Erkki Astala,1988,6,Ariel,movie,Production,Publicist,1760644,2022-09-03 16:34:14,2022-09-03 16:34:14
Leena Palmu,1988,6,Ariel,movie,Editing,Negative Cutter,1761904,2022-09-03 16:34:14,2022-09-03 16:34:14
Erkki Lume,1988,6,Ariel,movie,Production,Location Manager,1940249,2022-09-03 16:34:14,2022-09-03 16:34:14
Timo Nousiainen,1988,6,Ariel,movie,Editing,Colorist,2159272,2022-09-03 16:34:14,2022-09-03 16:34:14
Haije Alanoja,1988,6,Ariel,movie,Production,Production Secretary,2159274,2022-09-03 16:34:14,2022-09-03 16:34:14
Simo Sulva,1988,6,Ariel,movie,Art,Property Master,2505429,2022-09-03 16:34:14,2022-09-03 16:34:14
Taisto Tammi,1988,6,Ariel,movie,Sound,Music,2509155,2022-09-03 16:34:14,2022-09-03 16:34:14
Heikki Anttila,1988,6,Ariel,movie,Crew,Carpenter,3416563,2022-09-03 16:34:14,2022-09-03 16:34:14
Jukka Anttonen,1988,6,Ariel,movie,Crew,Carpenter,3478267,2022-09-03 16:34:14,2022-09-03 16:34:14
Pirjo Laivuori,1988,6,Ariel,movie,Editing,Colorist,3480787,2022-09-03 16:34:14,2022-09-03 16:34:14
Aki Kaurismäki,1986,7,Varjoja paratiisissa,movie,Directing,Director,16767,2022-09-03 16:34:14,2022-09-03 16:34:14
Aki Kaurismäki,1986,7,Varjoja paratiisissa,movie,Writing,Writer,16767,2022-09-03 16:34:14,2022-09-03 16:34:14
Timo Salminen,1986,7,Varjoja paratiisissa,movie,Camera,Director of Photography,16769,2022-09-03 16:34:14,2022-09-03 16:34:14
Raija Talvio,1986,7,Varjoja paratiisissa,movie,Editing,Editor,54766,2022-09-03 16:34:14,2022-09-03 16:34:14
Tuula Hilkamo,1986,7,Varjoja paratiisissa,movie,Costume & Make-Up,Costume Design,54771,2022-09-03 16:34:14,2022-09-03 16:34:14
Mika Kaurismäki,1986,7,Varjoja paratiisissa,movie,Production,Producer,54767,2022-09-03 16:34:14,2022-09-03 16:34:14
Jaakko Talaskivi,1986,7,Varjoja paratiisissa,movie,Production,Production Manager,4831,2022-09-03 16:34:14,2022-09-03 16:34:14
Jouko Lumme,1986,7,Varjoja paratiisissa,movie,Sound,Sound Editor,16772,2022-09-03 16:34:14,2022-09-03 16:34:14
Jouko Lumme,1986,7,Varjoja paratiisissa,movie,Sound,Sound,16772,2022-09-03 16:34:14,2022-09-03 16:34:14
Jukka Nykänen,1986,7,Varjoja paratiisissa,movie,Editing,Assistant Editor,94755,2022-09-03 16:34:14,2022-09-03 16:34:14
Juuso Hirvikangas,1986,7,Varjoja paratiisissa,movie,Sound,Sound Assistant,110756,2022-09-03 16:34:14,2022-09-03 16:34:14
Pauli Pentti,1986,7,Varjoja paratiisissa,movie,Directing,Assistant Director,1034489,2022-09-03 16:34:14,2022-09-03 16:34:14
Heikki Ukkonen,1986,7,Varjoja paratiisissa,movie,Production,Location Manager,1084612,2022-09-03 16:34:14,2022-09-03 16:34:14
Pertti Hilkamo,1986,7,Varjoja paratiisissa,movie,Art,Production Design,1084614,2022-09-03 16:34:14,2022-09-03 16:34:14
Marja-Leena Hukkanen,1986,7,Varjoja paratiisissa,movie,Camera,Still Photographer,1303969,2022-09-03 16:34:14,2022-09-03 16:34:14
Marja-Leena Hukkanen,1986,7,Varjoja paratiisissa,movie,Directing,Script Supervisor,1303969,2022-09-03 16:34:14,2022-09-03 16:34:14
Mikko Mattila,1986,7,Varjoja paratiisissa,movie,Lighting,Gaffer,1381112,2022-09-03 16:34:14,2022-09-03 16:34:14
Olli Varja,1986,7,Varjoja paratiisissa,movie,Lighting,Gaffer,1381113,2022-09-03 16:34:14,2022-09-03 16:34:14
Heikki Ortamo,1986,7,Varjoja paratiisissa,movie,Camera,Assistant Camera,1540906,2022-09-03 16:34:14,2022-09-03 16:34:14
Kjell Westman,1986,7,Varjoja paratiisissa,movie,Sound,Sound Re-Recording Mixer,1683985,2022-09-03 16:34:14,2022-09-03 16:34:14
Timo Markko,1986,7,Varjoja paratiisissa,movie,Camera,Assistant Camera,1750241,2022-09-03 16:34:14,2022-09-03 16:34:14
Leena Kouhia,1986,7,Varjoja paratiisissa,movie,Costume & Make-Up,Makeup Artist,1761858,2022-09-03 16:34:14,2022-09-03 16:34:14
Timo Nousiainen,1986,7,Varjoja paratiisissa,movie,Editing,Colorist,2159272,2022-09-03 16:34:14,2022-09-03 16:34:14
Haije Alanoja,1986,7,Varjoja paratiisissa,movie,Production,Production Secretary,2159274,2022-09-03 16:34:14,2022-09-03 16:34:14
Eila Karkkunen,1986,7,Varjoja paratiisissa,movie,Editing,Negative Cutter,3479190,2022-09-03 16:34:14,2022-09-03 16:34:14
Allison Anders,1995,8,Four Rooms,movie,Directing,Director,3110,2022-09-03 16:34:14,2022-09-03 16:34:14
Allison Anders,1995,8,Four Rooms,movie,Writing,Writer,3110,2022-09-03 16:34:14,2022-09-03 16:34:14
Alexandre Rockwell,1995,8,Four Rooms,movie,Directing,Director,3111,2022-09-03 16:34:14,2022-09-03 16:34:14
Alexandre Rockwell,1995,8,Four Rooms,movie,Production,Executive Producer,3111,2022-09-03 16:34:14,2022-09-03 16:34:14
Alexandre Rockwell,1995,8,Four Rooms,movie,Writing,Writer,3111,2022-09-03 16:34:14,2022-09-03 16:34:14
Robert Rodriguez,1995,8,Four Rooms,movie,Directing,Director,2294,2022-09-03 16:34:14,2022-09-03 16:34:14
Robert Rodriguez,1995,8,Four Rooms,movie,Editing,Editor,2294,2022-09-03 16:34:14,2022-09-03 16:34:14
Robert Rodriguez,1995,8,Four Rooms,movie,Writing,Writer,2294,2022-09-03 16:34:14,2022-09-03 16:34:14
Quentin Tarantino,1995,8,Four Rooms,movie,Directing,Director,138,2022-09-03 16:34:14,2022-09-03 16:34:14
Quentin Tarantino,1995,8,Four Rooms,movie,Production,Executive Producer,138,2022-09-03 16:34:14,2022-09-03 16:34:14
Quentin Tarantino,1995,8,Four Rooms,movie,Writing,Writer,138,2022-09-03 16:34:14,2022-09-03 16:34:14
Combustible Edison,1995,8,Four Rooms,movie,Sound,Original Music Composer,3116,2022-09-03 16:34:14,2022-09-03 16:34:14
Gary Frutkoff,1995,8,Four Rooms,movie,Art,Production Design,3117,2022-09-03 16:34:14,2022-09-03 16:34:14
Lance Brown,1995,8,Four Rooms,movie,Sound,Sound Designer,3119,2022-09-03 16:34:14,2022-09-03 16:34:14
Lawrence Bender,1995,8,Four Rooms,movie,Production,Producer,2545,2022-09-03 16:34:14,2022-09-03 16:34:14
Heidi Vogel,1995,8,Four Rooms,movie,Production,Co-Producer,37333,2022-09-03 16:34:14,2022-09-03 16:34:14
Paul Hellerman,1995,8,Four Rooms,movie,Production,Production Manager,37334,2022-09-03 16:34:14,2022-09-03 16:34:14
Paul Hellerman,1995,8,Four Rooms,movie,Production,Co-Producer,37334,2022-09-03 16:34:14,2022-09-03 16:34:14
Scott Lambert,1995,8,Four Rooms,movie,Production,Co-Producer,37335,2022-09-03 16:34:14,2022-09-03 16:34:14
Russell Gray,1995,8,Four Rooms,movie,Production,Casting,3118,2022-09-03 16:34:14,2022-09-03 16:34:14
Mayne Berke,1995,8,Four Rooms,movie,Art,Art Direction,11423,2022-09-03 16:34:14,2022-09-03 16:34:14
Sara Andrews,1995,8,Four Rooms,movie,Art,Set Decoration,9042,2022-09-03 16:34:14,2022-09-03 16:34:14
Sally Menke,1995,8,Four Rooms,movie,Editing,Editor,156,2022-09-03 16:34:14,2022-09-03 16:34:14
Guillermo Navarro,1995,8,Four Rooms,movie,Camera,Director of Photography,3113,2022-09-03 16:34:14,2022-09-03 16:34:14
Mark Mothersbaugh,1995,8,Four Rooms,movie,Sound,Music Producer,5666,2022-09-03 16:34:14,2022-09-03 16:34:14
Andrzej Sekula,1995,8,Four Rooms,movie,Camera,Director of Photography,3115,2022-09-03 16:34:14,2022-09-03 16:34:14
Karyn Rachtman,1995,8,Four Rooms,movie,Sound,Music Supervisor,6940,2022-09-03 16:34:14,2022-09-03 16:34:14
Elena Maganini,1995,8,Four Rooms,movie,Editing,Editor,3121,2022-09-03 16:34:14,2022-09-03 16:34:14
Phil Parmet,1995,8,Four Rooms,movie,Camera,Director of Photography,3114,2022-09-03 16:34:14,2022-09-03 16:34:14
Randi Hiller,1995,8,Four Rooms,movie,Production,Casting Associate,20540,2022-09-03 16:34:14,2022-09-03 16:34:14
Wayne Fitzgerald,1995,8,Four Rooms,movie,Art,Title Designer,81538,2022-09-03 16:34:14,2022-09-03 16:34:14
Mary Claire Hannan,1995,8,Four Rooms,movie,Costume & Make-Up,Costume Design,46589,2022-09-03 16:34:14,2022-09-03 16:34:14
Jonathan Brown,1995,8,Four Rooms,movie,Camera,Steadicam Operator,56791,2022-09-03 16:34:14,2022-09-03 16:34:14
Susan L. Bertram,1995,8,Four Rooms,movie,Costume & Make-Up,Costume Design,62277,2022-09-03 16:34:14,2022-09-03 16:34:14
Erik C. Andersen,1995,8,Four Rooms,movie,Editing,First Assistant Editor,64315,2022-09-03 16:34:14,2022-09-03 16:34:14
Debbie Hayn-Cass,1995,8,Four Rooms,movie,Production,Unit Production Manager,64744,2022-09-03 16:34:14,2022-09-03 16:34:14
Debbie Hayn-Cass,1995,8,Four Rooms,movie,Production,Production Supervisor,64744,2022-09-03 16:34:14,2022-09-03 16:34:14
Douglas Aarniokoski,1995,8,Four Rooms,movie,Directing,First Assistant Director,71901,2022-09-03 16:34:14,2022-09-03 16:34:14
Rodrigo García,1995,8,Four Rooms,movie,Camera,Director of Photography,77162,2022-09-03 16:34:14,2022-09-03 16:34:14
Jay Nierenberg,1995,8,Four Rooms,movie,Sound,Sound Editor,80824,2022-09-03 16:34:14,2022-09-03 16:34:14
Chuck Jones,1995,8,Four Rooms,movie,Crew,Creative Consultant,100888,2022-09-03 16:34:14,2022-09-03 16:34:14
Ermahn Ospina,1995,8,Four Rooms,movie,Costume & Make-Up,Key Hair Stylist,144146,2022-09-03 16:34:14,2022-09-03 16:34:14
Ziad Doueiri,1995,8,Four Rooms,movie,Camera,First Assistant Camera,148455,2022-09-03 16:34:14,2022-09-03 16:34:14
Barbara Harris,1995,8,Four Rooms,movie,Production,ADR Voice Casting,230436,2022-09-03 16:34:14,2022-09-03 16:34:14
Tiffanie DeBartolo,1995,8,Four Rooms,movie,Crew,Intern,1031288,2022-09-03 16:34:14,2022-09-03 16:34:14
Margaret Goodspeed,1995,8,Four Rooms,movie,Editing,Editor,1041072,2022-09-03 16:34:14,2022-09-03 16:34:14
Toni G,1995,8,Four Rooms,movie,Costume & Make-Up,Assistant Makeup Artist,1069714,2022-09-03 16:34:14,2022-09-03 16:34:14
Fernando Altschul,1995,8,Four Rooms,movie,Directing,First Assistant Director,1120536,2022-09-03 16:34:14,2022-09-03 16:34:14
Ray Maxwell,1995,8,Four Rooms,movie,Art,Construction Foreman,1341806,2022-09-03 16:34:14,2022-09-03 16:34:14
Jayne-Ann Tenggren,1995,8,Four Rooms,movie,Directing,Script Supervisor,1342669,2022-09-03 16:34:14,2022-09-03 16:34:14
Tim Tuchrello,1995,8,Four Rooms,movie,Sound,First Assistant Sound Editor,1357671,2022-09-03 16:34:14,2022-09-03 16:34:14
Brian Markey,1995,8,Four Rooms,movie,Art,Construction Coordinator,1395016,2022-09-03 16:34:14,2022-09-03 16:34:14
Robert Earl Craft,1995,8,Four Rooms,movie,Production,Location Manager,1401374,2022-09-03 16:34:14,2022-09-03 16:34:14
Dawn Todd Curfman,1995,8,Four Rooms,movie,Production,Post Production Coordinator,1402054,2022-09-03 16:34:14,2022-09-03 16:34:14
Zack Davis,1995,8,Four Rooms,movie,Sound,ADR Editor,1404841,2022-09-03 16:34:14,2022-09-03 16:34:14
Becky Sullivan,1995,8,Four Rooms,movie,Sound,Supervising ADR Editor,1404903,2022-09-03 16:34:14,2022-09-03 16:34:14
Pawel Wdowczak,1995,8,Four Rooms,movie,Sound,Production Sound Mixer,1410954,2022-09-03 16:34:14,2022-09-03 16:34:14
Glenn Hoskinson,1995,8,Four Rooms,movie,Sound,Sound Effects Editor,1412227,2022-09-03 16:34:14,2022-09-03 16:34:14
Thom 'Coach' Ehle,1995,8,Four Rooms,movie,Sound,Dolby Consultant,1412242,2022-09-03 16:34:14,2022-09-03 16:34:14
Denise Okimoto,1995,8,Four Rooms,movie,Sound,Music Editor,1415642,2022-09-03 16:34:14,2022-09-03 16:34:14
P. Gerald Knight,1995,8,Four Rooms,movie,Crew,Transportation Coordinator,1419160,2022-09-03 16:34:14,2022-09-03 16:34:14
Bruce Fortune,1995,8,Four Rooms,movie,Sound,Supervising Sound Editor,1438571,2022-09-03 16:34:14,2022-09-03 16:34:14
Kyle Oliver,1995,8,Four Rooms,movie,Production,Location Assistant,1505354,2022-09-03 16:34:14,2022-09-03 16:34:14
Jacqueline Aronson,1995,8,Four Rooms,movie,Costume & Make-Up,Costume Supervisor,1547239,2022-09-03 16:34:14,2022-09-03 16:34:14
Lynda Reiss,1995,8,Four Rooms,movie,Art,Property Master,1552012,2022-09-03 16:34:14,2022-09-03 16:34:14
Victor Iorillo,1995,8,Four Rooms,movie,Crew,Special Sound Effects,1552088,2022-09-03 16:34:14,2022-09-03 16:34:14
Marisol Jiménez,1995,8,Four Rooms,movie,Art,Art Department Coordinator,1556697,2022-09-03 16:34:14,2022-09-03 16:34:14
Mike Stanwick,1995,8,Four Rooms,movie,Editing,Color Timer,1564233,2022-09-03 16:34:14,2022-09-03 16:34:14
Edgar Arellano,1995,8,Four Rooms,movie,Lighting,Best Boy Electric,1601800,2022-09-03 16:34:14,2022-09-03 16:34:14
Paul Taglianetti,1995,8,Four Rooms,movie,Crew,Special Effects Coordinator,1602889,2022-09-03 16:34:14,2022-09-03 16:34:14
Nancy Willen,1995,8,Four Rooms,movie,Crew,Unit Publicist,1622121,2022-09-03 16:34:14,2022-09-03 16:34:14
Mynka Draper,1995,8,Four Rooms,movie,Costume & Make-Up,Costumer,1652417,2022-09-03 16:34:14,2022-09-03 16:34:14
Brian Bettwy,1995,8,Four Rooms,movie,Directing,Second Assistant Director,1685556,2022-09-03 16:34:14,2022-09-03 16:34:14
Darrell Dubovsky,1995,8,Four Rooms,movie,Crew,Driver,1686379,2022-09-03 16:34:14,2022-09-03 16:34:14
Paul Koronkiewicz,1995,8,Four Rooms,movie,Sound,Boom Operator,1695796,2022-09-03 16:34:14,2022-09-03 16:34:14
Rick Stribling,1995,8,Four Rooms,movie,Camera,Key Grip,1708344,2022-09-03 16:34:14,2022-09-03 16:34:14
Orlando,1995,8,Four Rooms,movie,Costume & Make-Up,Hairstylist,1745153,2022-09-03 16:34:14,2022-09-03 16:34:14
Bjørn Eivind Aarskog,1995,8,Four Rooms,movie,Camera,Second Assistant Camera,1841033,2022-09-03 16:34:14,2022-09-03 16:34:14
James C. Beeson,1995,8,Four Rooms,movie,Crew,Carpenter,1851724,2022-09-03 16:34:14,2022-09-03 16:34:14
Carlos A. Chavez,1995,8,Four Rooms,movie,Art,Painter,1851725,2022-09-03 16:34:14,2022-09-03 16:34:14
Marc Gillson,1995,8,Four Rooms,movie,Art,Lead Painter,1877352,2022-09-03 16:34:14,2022-09-03 16:34:14
T.D. Donnelly,1995,8,Four Rooms,movie,Art,Standby Painter,1877353,2022-09-03 16:34:14,2022-09-03 16:34:14
Elizabeth Bolden,1995,8,Four Rooms,movie,Camera,Grip,1877355,2022-09-03 16:34:14,2022-09-03 16:34:14
Thomas G. Marquez,1995,8,Four Rooms,movie,Costume & Make-Up,Costume Supervisor,1877356,2022-09-03 16:34:14,2022-09-03 16:34:14
Paul Starr,1995,8,Four Rooms,movie,Costume & Make-Up,Makeup Artist,1877357,2022-09-03 16:34:14,2022-09-03 16:34:14
Sissy Boyd,1995,8,Four Rooms,movie,Crew,Choreographer,1877359,2022-09-03 16:34:14,2022-09-03 16:34:14
Derek Hurd,1995,8,Four Rooms,movie,Crew,Craft Service,1877360,2022-09-03 16:34:14,2022-09-03 16:34:14
Ben Parker,1995,8,Four Rooms,movie,Crew,Post Production Assistant,1877361,2022-09-03 16:34:14,2022-09-03 16:34:14
Ben Parker,1995,8,Four Rooms,movie,Crew,Set Production Assistant,1877361,2022-09-03 16:34:14,2022-09-03 16:34:14
Nick Roberts,1995,8,Four Rooms,movie,Crew,Security,1877363,2022-09-03 16:34:14,2022-09-03 16:34:14
Patrice Carbaugh,1995,8,Four Rooms,movie,Crew,Set Medic,1877365,2022-09-03 16:34:14,2022-09-03 16:34:14
Michael Boyce Harris,1995,8,Four Rooms,movie,Crew,Stand In,1877369,2022-09-03 16:34:14,2022-09-03 16:34:14
Dotti Thompson,1995,8,Four Rooms,movie,Crew,Transportation Captain,1877370,2022-09-03 16:34:14,2022-09-03 16:34:14
Bob Allen,1995,8,Four Rooms,movie,Editing,First Assistant Editor,1877377,2022-09-03 16:34:14,2022-09-03 16:34:14
Marcel DeJure,1995,8,Four Rooms,movie,Lighting,Electrician,1877378,2022-09-03 16:34:14,2022-09-03 16:34:14
Chuck Smith,1995,8,Four Rooms,movie,Lighting,Gaffer,1877379,2022-09-03 16:34:14,2022-09-03 16:34:14
Deborah Hebert,1995,8,Four Rooms,movie,Production,Production Accountant,1877380,2022-09-03 16:34:14,2022-09-03 16:34:14
David Gertz,1995,8,Four Rooms,movie,Sound,Foley Mixer,1877413,2022-09-03 16:34:14,2022-09-03 16:34:14
Jan D. Tys,1995,8,Four Rooms,movie,Crew,Studio Teachers,1877415,2022-09-03 16:34:14,2022-09-03 16:34:14
Joseph W. Grafmuller,1995,8,Four Rooms,movie,Art,Swing,1895858,2022-09-03 16:34:14,2022-09-03 16:34:14
Theresa Repola Mohammed,1995,8,Four Rooms,movie,Editing,Negative Cutter,1899435,2022-09-03 16:34:14,2022-09-03 16:34:14
Kristen Becht,1995,8,Four Rooms,movie,Sound,Music Coordinator,2022847,2022-09-03 16:34:14,2022-09-03 16:34:14
Christina Tucker,1995,8,Four Rooms,movie,Sound,ADR Mixer,2045529,2022-09-03 16:34:14,2022-09-03 16:34:14
Martin Charles,1995,8,Four Rooms,movie,Art,Graphic Designer,2080021,2022-09-03 16:34:14,2022-09-03 16:34:14
Mary Patvaldnieks,1995,8,Four Rooms,movie,Art,Assistant Decorator,2278012,2022-09-03 16:34:14,2022-09-03 16:34:14
Andrew King,1995,8,Four Rooms,movie,Art,Assistant Property Master,2278013,2022-09-03 16:34:14,2022-09-03 16:34:14
Vincent Cassaro,1995,8,Four Rooms,movie,Sound,Second Assistant Sound,2278014,2022-09-03 16:34:14,2022-09-03 16:34:14
Christy Sumner,1995,8,Four Rooms,movie,Crew,Special Effects Assistant,2278015,2022-09-03 16:34:14,2022-09-03 16:34:14
Gregory C. Smith,1995,8,Four Rooms,movie,Camera,Assistant Camera,2278016,2022-09-03 16:34:14,2022-09-03 16:34:14
James Irons,1995,8,Four Rooms,movie,Camera,Best Boy Grip,2278017,2022-09-03 16:34:14,2022-09-03 16:34:14
Bob Ivanjack,1995,8,Four Rooms,movie,Camera,Dolly Grip,2278018,2022-09-03 16:34:14,2022-09-03 16:34:14
Jeff Ervin,1995,8,Four Rooms,movie,Editing,Assistant Editor,2278019,2022-09-03 16:34:14,2022-09-03 16:34:14
Heidrun M. Williams,1995,8,Four Rooms,movie,Production,Assistant Accountant,2278020,2022-09-03 16:34:14,2022-09-03 16:34:14
Susan Noonan-Gero,1995,8,Four Rooms,movie,Production,Assistant Production Coordinator,2278021,2022-09-03 16:34:14,2022-09-03 16:34:14
Stephen Hopkins,1993,9,Judgment Night,movie,Directing,Director,2042,2022-09-03 16:34:14,2022-09-03 16:34:14
