name,character,year,movie_tv_id,movie_tv_name,type,department,order,actor_id,created_at,updated_at
Alex McCrindle,General Dodonna,1977,12,Star Wars,movie,Acting,13,216087,2022-09-03 17:01:12,2022-09-03 17:01:12
Eddie Byrne,General Willard,1977,12,Star Wars,movie,Acting,14,69249,2022-09-03 17:01:12,2022-09-03 17:01:12
Drewe Henley,Red Leader,1977,12,Star Wars,movie,Acting,15,47401,2022-09-03 17:01:12,2022-09-03 17:01:12
Denis Lawson,Red Two (Wedge Antilles),1977,12,Star Wars,movie,Acting,16,47698,2022-09-03 17:01:12,2022-09-03 17:01:12
Garrick Hagon,Red Three (Biggs Darklighter),1977,12,Star Wars,movie,Acting,17,17356,2022-09-03 17:01:12,2022-09-03 17:01:12
Jack Klaff,"Red Four (John ""D"")",1977,12,Star Wars,movie,Acting,18,162432,2022-09-03 17:01:12,2022-09-03 17:01:12
William Hootkins,Red Six (Porkins),1977,12,Star Wars,movie,Acting,19,663,2022-09-03 17:01:12,2022-09-03 17:01:12
Angus MacInnes,Gold Leader,1977,12,Star Wars,movie,Acting,20,58475,2022-09-03 17:01:12,2022-09-03 17:01:12
Jeremy Sinden,Gold Two,1977,12,Star Wars,movie,Acting,21,151819,2022-09-03 17:01:12,2022-09-03 17:01:12
Graham Ashley,Gold Five,1977,12,Star Wars,movie,Acting,22,202276,2022-09-03 17:01:12,2022-09-03 17:01:12
Don Henderson,General Taggi,1977,12,Star Wars,movie,Acting,23,42570,2022-09-03 17:01:12,2022-09-03 17:01:12
Richard LeParmentier,General Motti,1977,12,Star Wars,movie,Acting,24,12829,2022-09-03 17:01:12,2022-09-03 17:01:12
Leslie Schofield,Commander #1,1977,12,Star Wars,movie,Acting,25,79489,2022-09-03 17:01:12,2022-09-03 17:01:12
Michael Leader,Stormtrooper,1977,12,Star Wars,movie,Acting,26,1729623,2022-09-03 17:01:12,2022-09-03 17:01:12
David Ankrum,"Red Two, Wedge Antilles (voice) (uncredited)",1977,12,Star Wars,movie,Acting,27,1216947,2022-09-03 17:01:12,2022-09-03 17:01:12
Scott Beach,Stormtrooper (voice) (uncredited),1977,12,Star Wars,movie,Acting,28,3044,2022-09-03 17:01:12,2022-09-03 17:01:12
Lightning Bear,Stormtrooper (uncredited),1977,12,Star Wars,movie,Crew,29,1271059,2022-09-03 17:01:12,2022-09-03 17:01:12
Jon Berg,Cantina Alien (uncredited),1977,12,Star Wars,movie,Acting,30,1271060,2022-09-03 17:01:12,2022-09-03 17:01:12
Doug Beswick,Cantina Alien (uncredited),1977,12,Star Wars,movie,Visual Effects,31,1271061,2022-09-03 17:01:12,2022-09-03 17:01:12
Paul Blake,Greedo (uncredited),1977,12,Star Wars,movie,Acting,32,199356,2022-09-03 17:01:12,2022-09-03 17:01:12
Janice Burchette,Nabrun Leids (uncredited),1977,12,Star Wars,movie,Acting,33,1271062,2022-09-03 17:01:12,2022-09-03 17:01:12
Ted Burnett,Wuher (uncredited),1977,12,Star Wars,movie,Acting,34,1271063,2022-09-03 17:01:12,2022-09-03 17:01:12
John Chapman,Drifter (Red 12) (uncredited),1977,12,Star Wars,movie,Acting,35,1271064,2022-09-03 17:01:12,2022-09-03 17:01:12
Gilda Cohen,Cantina Patron (uncredited),1977,12,Star Wars,movie,Acting,36,1271065,2022-09-03 17:01:12,2022-09-03 17:01:12
Tim Condren,Stormtrooper (uncredited),1977,12,Star Wars,movie,Acting,37,1178140,2022-09-03 17:01:12,2022-09-03 17:01:12
Barry Copping,Wioslea (uncredited),1977,12,Star Wars,movie,Acting,38,186229,2022-09-03 17:01:12,2022-09-03 17:01:12
Alfie Curtis,Dr. Evazan (uncredited),1977,12,Star Wars,movie,Acting,39,1271066,2022-09-03 17:01:12,2022-09-03 17:01:12
Robert Davies,Cantina Patron (uncredited),1977,12,Star Wars,movie,Acting,40,1271067,2022-09-03 17:01:12,2022-09-03 17:01:12
Maria De Aragon,Greedo (uncredited),1977,12,Star Wars,movie,Acting,41,104149,2022-09-03 17:01:12,2022-09-03 17:01:12
Robert A. Denham,Hrchek Kal Fas (uncredited),1977,12,Star Wars,movie,Acting,42,1271068,2022-09-03 17:01:12,2022-09-03 17:01:12
Frazer Diamond,Jawa (uncredited),1977,12,Star Wars,movie,Acting,43,1271069,2022-09-03 17:01:12,2022-09-03 17:01:12
Peter Diamond,Stormtrooper / Tusken Raider / Death Star Trooper / Garouf Lafoe (uncredited),1977,12,Star Wars,movie,Acting,44,53587,2022-09-03 17:01:12,2022-09-03 17:01:12
Warwick Diamond,Jawa (uncredited),1977,12,Star Wars,movie,Acting,45,1271070,2022-09-03 17:01:12,2022-09-03 17:01:12
Sadie Eden,Garindan (uncredited),1977,12,Star Wars,movie,Acting,46,1271071,2022-09-03 17:01:12,2022-09-03 17:01:12
Kim Falkinburg,Djas Puhr (uncredited),1977,12,Star Wars,movie,Acting,47,1271072,2022-09-03 17:01:12,2022-09-03 17:01:12
Harry Fielder,Death Star Trooper (uncredited),1977,12,Star Wars,movie,Acting,48,202402,2022-09-03 17:01:12,2022-09-03 17:01:12
Ted Gagliano,Stormtrooper with Binoculars (uncredited),1977,12,Star Wars,movie,Acting,49,1271073,2022-09-03 17:01:12,2022-09-03 17:01:12
Salo Gardner,Cantina Patron (uncredited),1977,12,Star Wars,movie,Acting,50,1271074,2022-09-03 17:01:12,2022-09-03 17:01:12
Steve Gawley,Death Star Trooper (uncredited),1977,12,Star Wars,movie,Acting,51,1195602,2022-09-03 17:01:12,2022-09-03 17:01:12
Barry Gnome,Kabe (uncredited),1977,12,Star Wars,movie,Acting,52,1271075,2022-09-03 17:01:12,2022-09-03 17:01:12
Rusty Goffe,Kabe / Jawa / GONK Droid (uncredited),1977,12,Star Wars,movie,Acting,53,252527,2022-09-03 17:01:12,2022-09-03 17:01:12
Isaac Grand,Cantina Patron (uncredited),1977,12,Star Wars,movie,Acting,54,1271076,2022-09-03 17:01:12,2022-09-03 17:01:12
Reg Harding,Stormtrooper (uncredited),1977,12,Star Wars,movie,Acting,55,1271078,2022-09-03 17:01:12,2022-09-03 17:01:12
Alan Harris,Leia's Rebel Escort (uncredited),1977,12,Star Wars,movie,Crew,56,964699,2022-09-03 17:01:12,2022-09-03 17:01:12
Frank Henson,Stormtrooper (uncredited),1977,12,Star Wars,movie,Acting,57,1271079,2022-09-03 17:01:12,2022-09-03 17:01:12
Christine Hewett,Brea Tonnika (uncredited),1977,12,Star Wars,movie,Acting,58,1271080,2022-09-03 17:01:12,2022-09-03 17:01:12
Arthur Howell,Stormtrooper (uncredited),1977,12,Star Wars,movie,Acting,59,1271081,2022-09-03 17:01:12,2022-09-03 17:01:12
Tommy Ilsley,Ponda Baba (uncredited),1977,12,Star Wars,movie,Acting,60,1271082,2022-09-03 17:01:12,2022-09-03 17:01:12
Joe Johnston,Death Star Trooper (uncredited),1977,12,Star Wars,movie,Directing,61,4945,2022-09-03 17:01:12,2022-09-03 17:01:12
Annette Jones,Mosep (uncredited),1977,12,Star Wars,movie,Acting,62,1271083,2022-09-03 17:01:12,2022-09-03 17:01:12
Linda Jones,Chall Bekan (uncredited),1977,12,Star Wars,movie,Acting,63,1148750,2022-09-03 17:01:12,2022-09-03 17:01:12
Joe Kaye,Solomohal (uncredited),1977,12,Star Wars,movie,Acting,64,201344,2022-09-03 17:01:12,2022-09-03 17:01:12
Colin Michael Kitchens,Stormtrooper (voice) (uncredited),1977,12,Star Wars,movie,Production,65,1271085,2022-09-03 17:01:12,2022-09-03 17:01:12
Melissa Kurtz,Jawa (uncredited),1977,12,Star Wars,movie,Acting,66,1271086,2022-09-03 17:01:12,2022-09-03 17:01:12
Tiffany Hillkurtz,Jawa (uncredited),1977,12,Star Wars,movie,Editing,67,1190780,2022-09-03 17:01:12,2022-09-03 17:01:12
Al Lampert,Daine Jir (uncredited),1977,12,Star Wars,movie,Acting,68,190453,2022-09-03 17:01:12,2022-09-03 17:01:12
Anthony Lang,BoShek (uncredited),1977,12,Star Wars,movie,Acting,69,1012562,2022-09-03 17:01:12,2022-09-03 17:01:12
Laine Liska,Muftak / Cantina Band Member (uncredited),1977,12,Star Wars,movie,Acting,70,1271091,2022-09-03 17:01:12,2022-09-03 17:01:12
Derek Lyons,Temple Guard / Medal Bearer (uncredited),1977,12,Star Wars,movie,Acting,71,1271092,2022-09-03 17:01:12,2022-09-03 17:01:12
Mahjoub,Jawa (uncredited),1977,12,Star Wars,movie,Acting,72,1271095,2022-09-03 17:01:12,2022-09-03 17:01:12
Alf Mangan,Takeel (uncredited),1977,12,Star Wars,movie,Acting,73,1271096,2022-09-03 17:01:12,2022-09-03 17:01:12
Grant McCune,Death Star Gunner (uncredited),1977,12,Star Wars,movie,Acting,74,1271102,2022-09-03 17:01:12,2022-09-03 17:01:12
Geoffrey Moon,Cantina Patron (uncredited),1977,12,Star Wars,movie,Acting,75,1271104,2022-09-03 17:01:12,2022-09-03 17:01:12
Mandy Morton,Swilla Corey (uncredited),1977,12,Star Wars,movie,Acting,76,1271106,2022-09-03 17:01:12,2022-09-03 17:01:12
Lorne Peterson,Massassi Base Rebel Scout (uncredited),1977,12,Star Wars,movie,Acting,77,1271107,2022-09-03 17:01:12,2022-09-03 17:01:12
Marcus Powell,Rycar Ryjerd (uncredited),1977,12,Star Wars,movie,Acting,78,1183443,2022-09-03 17:01:12,2022-09-03 17:01:12
Shane Rimmer,InCom Engineer (uncredited),1977,12,Star Wars,movie,Acting,79,10657,2022-09-03 17:01:12,2022-09-03 17:01:12
Pam Rose,Leesub Sirln (uncredited),1977,12,Star Wars,movie,Acting,80,1271116,2022-09-03 17:01:12,2022-09-03 17:01:12
George Roubicek,Cmdr. Praji (Imperial Officer #2 on rebel ship) (uncredited),1977,12,Star Wars,movie,Acting,81,110319,2022-09-03 17:01:12,2022-09-03 17:01:12
Erica Simmons,Tawss Khaa (uncredited),1977,12,Star Wars,movie,Acting,82,1271121,2022-09-03 17:01:12,2022-09-03 17:01:12
Angela Staines,Senni Tonnika (uncredited),1977,12,Star Wars,movie,Acting,83,1271122,2022-09-03 17:01:12,2022-09-03 17:01:12
George Stock,Cantina Patron (uncredited),1977,12,Star Wars,movie,Acting,84,1271123,2022-09-03 17:01:12,2022-09-03 17:01:12
Roy Straite,Cantina Patron (uncredited),1977,12,Star Wars,movie,Acting,85,1271124,2022-09-03 17:01:12,2022-09-03 17:01:12
Peter Sturgeon,Sai'torr Kal Fas (uncredited),1977,12,Star Wars,movie,Acting,86,1271125,2022-09-03 17:01:12,2022-09-03 17:01:12
Peter Sumner,Lt. Pol Treidum (uncredited),1977,12,Star Wars,movie,Acting,87,187398,2022-09-03 17:01:12,2022-09-03 17:01:12
John Sylla,Cantina Voices (voice) (uncredited),1977,12,Star Wars,movie,Acting,88,1271126,2022-09-03 17:01:12,2022-09-03 17:01:12
Tom Sylla,Massassi Outpost Announcer / Various Voices (voice) (uncredited),1977,12,Star Wars,movie,Directing,89,390158,2022-09-03 17:01:12,2022-09-03 17:01:12
Malcolm Tierney,Lt. Shann Childsen (uncredited),1977,12,Star Wars,movie,Acting,90,166258,2022-09-03 17:01:12,2022-09-03 17:01:12
Phil Tippett,Cantina Alien (uncredited),1977,12,Star Wars,movie,Visual Effects,91,7727,2022-09-03 17:01:12,2022-09-03 17:01:12
Burnell Tucker,Del Goren (uncredited),1977,12,Star Wars,movie,Acting,92,184980,2022-09-03 17:01:12,2022-09-03 17:01:12
Morgan Upton,Stormtrooper (voice) (uncredited),1977,12,Star Wars,movie,Acting,93,160947,2022-09-03 17:01:12,2022-09-03 17:01:12
Jerry Walter,Stormtrooper (voice) (uncredited),1977,12,Star Wars,movie,Acting,94,161301,2022-09-03 17:01:12,2022-09-03 17:01:12
Hal Wamsley,Jawa (uncredited),1977,12,Star Wars,movie,Acting,95,1271127,2022-09-03 17:01:12,2022-09-03 17:01:12
Larry Ward,Greedo (voice) (uncredited),1977,12,Star Wars,movie,Acting,96,159108,2022-09-03 17:01:12,2022-09-03 17:01:12
Diana Sadley Way,Thuku (uncredited),1977,12,Star Wars,movie,Acting,97,1271128,2022-09-03 17:01:12,2022-09-03 17:01:12
Bill Weston,Stormtrooper (uncredited),1977,12,Star Wars,movie,Acting,98,24278,2022-09-03 17:01:12,2022-09-03 17:01:12
Fred Wood,Cantina Patron (uncredited),1977,12,Star Wars,movie,Acting,99,1271131,2022-09-03 17:01:12,2022-09-03 17:01:12
Colin Higgins,"Rebel Pilot, Col. Takbright (uncredited)",1977,12,Star Wars,movie,Acting,100,301657,2022-09-03 17:01:12,2022-09-03 17:01:12
Ron Tarr,Jabba's Henchman (uncredited),1977,12,Star Wars,movie,Acting,101,1490615,2022-09-03 17:01:12,2022-09-03 17:01:12
Anthony Forrest,Sandtrooper / Fixer (uncredited),1977,12,Star Wars,movie,Acting,102,227857,2022-09-03 17:01:12,2022-09-03 17:01:12
Frances Alfred Basil Tomlin,BoShek (uncredited),1977,12,Star Wars,movie,Acting,103,2646226,2022-09-03 17:01:12,2022-09-03 17:01:12
Ronny Cush,X-Wing Pilot,1977,12,Star Wars,movie,Acting,104,2724038,2022-09-03 17:01:12,2022-09-03 17:01:12
Albert Brooks,Marlin (voice),2003,13,Finding Nemo,movie,Acting,0,13,2022-09-03 17:01:13,2022-09-03 17:01:13
Ellen DeGeneres,Dory (voice),2003,13,Finding Nemo,movie,Acting,1,14,2022-09-03 17:01:13,2022-09-03 17:01:13
Alexander Gould,Nemo (voice),2003,13,Finding Nemo,movie,Acting,2,12,2022-09-03 17:01:13,2022-09-03 17:01:13
Willem Dafoe,Gill (voice),2003,13,Finding Nemo,movie,Acting,3,5293,2022-09-03 17:01:13,2022-09-03 17:01:13
Brad Garrett,Bloat (voice),2003,13,Finding Nemo,movie,Acting,4,18,2022-09-03 17:01:13,2022-09-03 17:01:13
Allison Janney,Peach (voice),2003,13,Finding Nemo,movie,Acting,5,19,2022-09-03 17:01:13,2022-09-03 17:01:13
Austin Pendleton,Gurgle (voice),2003,13,Finding Nemo,movie,Acting,6,6168,2022-09-03 17:01:13,2022-09-03 17:01:13
Stephen Root,Bubbles (voice),2003,13,Finding Nemo,movie,Acting,7,17401,2022-09-03 17:01:13,2022-09-03 17:01:13
Vicki Lewis,Deb / Flo (voice),2003,13,Finding Nemo,movie,Acting,8,14723,2022-09-03 17:01:13,2022-09-03 17:01:13
Joe Ranft,Jacques (voice),2003,13,Finding Nemo,movie,Writing,9,7911,2022-09-03 17:01:13,2022-09-03 17:01:13
Geoffrey Rush,Nigel (voice),2003,13,Finding Nemo,movie,Acting,10,118,2022-09-03 17:01:13,2022-09-03 17:01:13
Andrew Stanton,Crush (voice),2003,13,Finding Nemo,movie,Writing,11,7,2022-09-03 17:01:13,2022-09-03 17:01:13
Elizabeth Perkins,Coral (voice),2003,13,Finding Nemo,movie,Acting,12,20,2022-09-03 17:01:13,2022-09-03 17:01:13
Nicholas Bird,Squirt (voice),2003,13,Finding Nemo,movie,Acting,13,981048,2022-09-03 17:01:13,2022-09-03 17:01:13
Bob Peterson,Mr. Ray (voice),2003,13,Finding Nemo,movie,Acting,14,10,2022-09-03 17:01:13,2022-09-03 17:01:13
Barry Humphries,Bruce (voice),2003,13,Finding Nemo,movie,Acting,15,22,2022-09-03 17:01:13,2022-09-03 17:01:13
Eric Bana,Anchor (voice),2003,13,Finding Nemo,movie,Acting,16,8783,2022-09-03 17:01:13,2022-09-03 17:01:13
Bruce Spence,Chum (voice),2003,13,Finding Nemo,movie,Acting,17,27752,2022-09-03 17:01:13,2022-09-03 17:01:13
Bill Hunter,Dentist (voice),2003,13,Finding Nemo,movie,Acting,18,23,2022-09-03 17:01:13,2022-09-03 17:01:13
LuLu Ebeling,Darla (voice),2003,13,Finding Nemo,movie,Acting,19,981049,2022-09-03 17:01:13,2022-09-03 17:01:13
Jordan Ranft,Tad (voice),2003,13,Finding Nemo,movie,Acting,20,1211731,2022-09-03 17:01:13,2022-09-03 17:01:13
Erica Beck,Pearl (voice),2003,13,Finding Nemo,movie,Acting,21,1372790,2022-09-03 17:01:13,2022-09-03 17:01:13
Erik Per Sullivan,Sheldon (voice),2003,13,Finding Nemo,movie,Acting,22,17190,2022-09-03 17:01:13,2022-09-03 17:01:13
John Ratzenberger,Fish School (voice),2003,13,Finding Nemo,movie,Acting,23,7907,2022-09-03 17:01:13,2022-09-03 17:01:13
Carlos Alazraqui,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,24,59784,2022-09-03 17:01:13,2022-09-03 17:01:13
Alec Medlock,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,25,91776,2022-09-03 17:01:13,2022-09-03 17:01:13
Bob Bergen,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,26,78317,2022-09-03 17:01:13,2022-09-03 17:01:13
Nicole Miller,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,27,1440346,2022-09-03 17:01:13,2022-09-03 17:01:13
Geoff Brooks,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,28,28746,2022-09-03 17:01:13,2022-09-03 17:01:13
Lisa Peers,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,29,1356958,2022-09-03 17:01:13,2022-09-03 17:01:13
Paul Eiding,Additional Voice  (voice),2003,13,Finding Nemo,movie,Acting,30,86006,2022-09-03 17:01:13,2022-09-03 17:01:13
Phil Proctor,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,31,61969,2022-09-03 17:01:13,2022-09-03 17:01:13
Leland Grossman,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,32,3398277,2022-09-03 17:01:13,2022-09-03 17:01:13
Daryl Sabara,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,33,57675,2022-09-03 17:01:13,2022-09-03 17:01:13
Lili Ishida,Additional Voices,2003,13,Finding Nemo,movie,Acting,34,3147350,2022-09-03 17:01:13,2022-09-03 17:01:13
Emmett Shoemaker,Additional Voices (voice),2003,13,Finding Nemo,movie,Acting,35,1224858,2022-09-03 17:01:13,2022-09-03 17:01:13
Oliver Kindred,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,36,75322,2022-09-03 17:01:13,2022-09-03 17:01:13
Ben Stanton,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,37,3398279,2022-09-03 17:01:13,2022-09-03 17:01:13
Danny Mann,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,38,52699,2022-09-03 17:01:13,2022-09-03 17:01:13
Kali Whitehurst,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,39,3149499,2022-09-03 17:01:13,2022-09-03 17:01:13
Rove McManus,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,40,136272,2022-09-03 17:01:13,2022-09-03 17:01:13
James S. Baker,Additional Voices  (voice),2003,13,Finding Nemo,movie,Art,41,1992727,2022-09-03 17:01:13,2022-09-03 17:01:13
Vanessa Marano,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,42,120617,2022-09-03 17:01:13,2022-09-03 17:01:13
Susan Blu,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,43,19548,2022-09-03 17:01:13,2022-09-03 17:01:13
Annelise Nolting,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,44,3398280,2022-09-03 17:01:13,2022-09-03 17:01:13
Jeff Pidgeon,Additional Voices  (voice),2003,13,Finding Nemo,movie,Writing,45,7882,2022-09-03 17:01:13,2022-09-03 17:01:13
Jennifer Darling,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,46,81843,2022-09-03 17:01:13,2022-09-03 17:01:13
Aaron Fors,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,47,53209,2022-09-03 17:01:13,2022-09-03 17:01:13
Katherine Ringgold,Additional Voices  (voice),2003,13,Finding Nemo,movie,Editing,48,8066,2022-09-03 17:01:13,2022-09-03 17:01:13
Jess Harnell,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,49,84495,2022-09-03 17:01:13,2022-09-03 17:01:13
David Ian Salter,Additional Voices  (voice),2003,13,Finding Nemo,movie,Editing,50,12914,2022-09-03 17:01:13,2022-09-03 17:01:13
Caroline Kindred,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,51,3398285,2022-09-03 17:01:13,2022-09-03 17:01:13
Sherry Lynn,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,52,214701,2022-09-03 17:01:13,2022-09-03 17:01:13
Jim Ward,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,53,86007,2022-09-03 17:01:13,2022-09-03 17:01:13
Mickie McGowan,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,54,84493,2022-09-03 17:01:13,2022-09-03 17:01:13
Jack Angel,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,55,19545,2022-09-03 17:01:13,2022-09-03 17:01:13
Laura Marano,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,56,54722,2022-09-03 17:01:13,2022-09-03 17:01:13
Bobby Block,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,57,12078,2022-09-03 17:01:13,2022-09-03 17:01:13
Laraine Newman,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,58,35159,2022-09-03 17:01:13,2022-09-03 17:01:13
Jane Carr,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,59,42000,2022-09-03 17:01:13,2022-09-03 17:01:13
Jessie Flower,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,60,61304,2022-09-03 17:01:13,2022-09-03 17:01:13
Jan Rabson,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,61,157626,2022-09-03 17:01:13,2022-09-03 17:01:13
Bradley Trevor Greive,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,62,2150365,2022-09-03 17:01:13,2022-09-03 17:01:13
Evan Sabara,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,63,38407,2022-09-03 17:01:13,2022-09-03 17:01:13
Marc John Jefferies,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,64,62646,2022-09-03 17:01:13,2022-09-03 17:01:13
Eliza Schneider,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,65,181464,2022-09-03 17:01:13,2022-09-03 17:01:13
Lee Unkrich,Additional Voices  (voice),2003,13,Finding Nemo,movie,Directing,66,8,2022-09-03 17:01:13,2022-09-03 17:01:13
Noah Luke,Additional Voices  (voice),2003,13,Finding Nemo,movie,Camera,67,1231571,2022-09-03 17:01:13,2022-09-03 17:01:13
