movie_id,actor_id,cast_name,role_priority,created_at,updated_at
13,136272,Rove McManus,40,2022-09-03 17:01:13,2022-09-03 17:01:13
13,1992727,James S. Baker,41,2022-09-03 17:01:13,2022-09-03 17:01:13
13,120617,Vanessa Marano,42,2022-09-03 17:01:13,2022-09-03 17:01:13
13,19548,Susan Blu,43,2022-09-03 17:01:13,2022-09-03 17:01:13
13,3398280,Annelise Nolting,44,2022-09-03 17:01:13,2022-09-03 17:01:13
13,7882,Jeff Pidgeon,45,2022-09-03 17:01:13,2022-09-03 17:01:13
13,81843,Jennifer Darling,46,2022-09-03 17:01:13,2022-09-03 17:01:13
13,53209,Aaron Fors,47,2022-09-03 17:01:13,2022-09-03 17:01:13
13,8066,Katherine Ringgold,48,2022-09-03 17:01:13,2022-09-03 17:01:13
13,84495,Jess Harnell,49,2022-09-03 17:01:13,2022-09-03 17:01:13
13,12914,David Ian Salter,50,2022-09-03 17:01:13,2022-09-03 17:01:13
13,3398285,Caroline Kindred,51,2022-09-03 17:01:13,2022-09-03 17:01:13
13,214701,Sherry Lynn,52,2022-09-03 17:01:13,2022-09-03 17:01:13
13,86007,Jim Ward,53,2022-09-03 17:01:13,2022-09-03 17:01:13
13,84493,Mickie McGowan,54,2022-09-03 17:01:13,2022-09-03 17:01:13
13,19545,Jack Angel,55,2022-09-03 17:01:13,2022-09-03 17:01:13
13,54722,Laura Marano,56,2022-09-03 17:01:13,2022-09-03 17:01:13
13,12078,Bobby Block,57,2022-09-03 17:01:13,2022-09-03 17:01:13
13,35159,Laraine Newman,58,2022-09-03 17:01:13,2022-09-03 17:01:13
13,42000,Jane Carr,59,2022-09-03 17:01:13,2022-09-03 17:01:13
13,61304,Jessie Flower,60,2022-09-03 17:01:13,2022-09-03 17:01:13
13,157626,Jan Rabson,61,2022-09-03 17:01:13,2022-09-03 17:01:13
13,2150365,Bradley Trevor Greive,62,2022-09-03 17:01:13,2022-09-03 17:01:13
13,38407,Evan Sabara,63,2022-09-03 17:01:13,2022-09-03 17:01:13
13,62646,Marc John Jefferies,64,2022-09-03 17:01:13,2022-09-03 17:01:13
13,181464,Eliza Schneider,65,2022-09-03 17:01:13,2022-09-03 17:01:13
13,8,Lee Unkrich,66,2022-09-03 17:01:13,2022-09-03 17:01:13
13,1231571,Noah Luke,67,2022-09-03 17:01:13,2022-09-03 17:01:13
