name,character,year,movie_tv_id,movie_tv_name,type,department,order,actor_id
Erik Per Sullivan,Sheldon (voice),2003,13,Finding Nemo,movie,Acting,22,17190
John Ratzenberger,Fish School (voice),2003,13,Finding Nemo,movie,Acting,23,7907
Carlos Alazraqui,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,24,59784
Alec Medlock,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,25,91776
Bob Bergen,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,26,78317
Nicole Miller,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,27,1440346
Geoff Brooks,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,28,28746
Lisa Peers,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,29,1356958
Paul Eiding,Additional Voice  (voice),2003,13,Finding Nemo,movie,Acting,30,86006
Phil Proctor,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,31,61969
Leland Grossman,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,32,3398277
Daryl Sabara,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,33,57675
Lili Ishida,Additional Voices,2003,13,Finding Nemo,movie,Acting,34,3147350
Emmett Shoemaker,Additional Voices (voice),2003,13,Finding Nemo,movie,Acting,35,1224858
Oliver Kindred,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,36,75322
Ben Stanton,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,37,3398279
Danny Mann,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,38,52699
Kali Whitehurst,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,39,3149499
Rove McManus,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,40,136272
James S. Baker,Additional Voices  (voice),2003,13,Finding Nemo,movie,Art,41,1992727
Vanessa Marano,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,42,120617
Susan Blu,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,43,19548
Annelise Nolting,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,44,3398280
Jeff Pidgeon,Additional Voices  (voice),2003,13,Finding Nemo,movie,Writing,45,7882
Jennifer Darling,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,46,81843
Aaron Fors,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,47,53209
Katherine Ringgold,Additional Voices  (voice),2003,13,Finding Nemo,movie,Editing,48,8066
Jess Harnell,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,49,84495
David Ian Salter,Additional Voices  (voice),2003,13,Finding Nemo,movie,Editing,50,12914
Caroline Kindred,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,51,3398285
Sherry Lynn,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,52,214701
Jim Ward,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,53,86007
Mickie McGowan,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,54,84493
Jack Angel,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,55,19545
Laura Marano,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,56,54722
Bobby Block,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,57,12078
Laraine Newman,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,58,35159
Jane Carr,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,59,42000
Jessie Flower,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,60,61304
Jan Rabson,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,61,157626
Bradley Trevor Greive,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,62,2150365
Evan Sabara,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,63,38407
Marc John Jefferies,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,64,62646
Eliza Schneider,Additional Voices  (voice),2003,13,Finding Nemo,movie,Acting,65,181464
Lee Unkrich,Additional Voices  (voice),2003,13,Finding Nemo,movie,Directing,66,8
Noah Luke,Additional Voices  (voice),2003,13,Finding Nemo,movie,Camera,67,1231571
